,street,city,zip,state,beds,baths,sq__ft,sale_date,price,latitude,longitude,type_Condo,type_Multi-Family,type_Residential
195,7812 HARTWICK WAY,SACRAMENTO,95828,CA,3,2,1188,Tue May 20 00:00:00 EDT 2008,145000,38.488611,-121.412808,False,False,True
196,4207 PAINTER WAY,NORTH HIGHLANDS,95660,CA,4,2,1183,Tue May 20 00:00:00 EDT 2008,146000,38.692915,-121.367497,False,False,True
197,7458 WINKLEY WAY,SACRAMENTO,95822,CA,3,1,1320,Tue May 20 00:00:00 EDT 2008,148500,38.487444,-121.491366,False,False,True
198,8354 SUNRISE WOODS WAY,SACRAMENTO,95828,CA,3,2,1117,Tue May 20 00:00:00 EDT 2008,149000,38.473288,-121.3963,False,False,True
199,8116 COTTONMILL CIR,SACRAMENTO,95828,CA,3,2,1364,Tue May 20 00:00:00 EDT 2008,150000,38.482876,-121.405912,False,False,True
200,4660 CEDARWOOD WAY,SACRAMENTO,95823,CA,4,2,1310,Tue May 20 00:00:00 EDT 2008,150000,38.484834,-121.449316,False,False,True
201,9254 HARROGATE WAY,ELK GROVE,95758,CA,2,2,1006,Tue May 20 00:00:00 EDT 2008,152000,38.420138,-121.412179,False,False,True
202,6716 TAREYTON WAY,CITRUS HEIGHTS,95621,CA,3,2,1104,Tue May 20 00:00:00 EDT 2008,156000,38.693724,-121.307169,False,False,True
203,2028 ROBERT WAY,SACRAMENTO,95825,CA,2,1,810,Tue May 20 00:00:00 EDT 2008,156000,38.609982,-121.419263,False,False,True
204,9346 AIZENBERG CIR,ELK GROVE,95624,CA,2,2,1123,Tue May 20 00:00:00 EDT 2008,156000,38.41875,-121.370019,False,False,True
205,4524 LOCH HAVEN WAY,SACRAMENTO,95842,CA,2,1,904,Tue May 20 00:00:00 EDT 2008,157788,38.67273,-121.359645,False,False,True
206,7140 BLUE SPRINGS WAY,CITRUS HEIGHTS,95621,CA,3,2,1156,Tue May 20 00:00:00 EDT 2008,161653,38.720653,-121.302241,False,False,True
207,4631 11TH AVE,SACRAMENTO,95820,CA,2,1,1321,Tue May 20 00:00:00 EDT 2008,161829,38.541965,-121.452132,False,False,True
208,3228 BAGGAN CT,ANTELOPE,95843,CA,3,2,1392,Tue May 20 00:00:00 EDT 2008,165000,38.715346,-121.388163,False,False,True
209,8515 DARTFORD DR,SACRAMENTO,95823,CA,3,2,1439,Tue May 20 00:00:00 EDT 2008,168000,38.448288,-121.420719,False,False,True
210,4500 TIPPWOOD WAY,SACRAMENTO,95842,CA,3,2,1159,Tue May 20 00:00:00 EDT 2008,169000,38.69951,-121.359989,False,False,True
211,2460 EL ROCCO WAY,RANCHO CORDOVA,95670,CA,3,2,1671,Tue May 20 00:00:00 EDT 2008,175000,38.591477,-121.31534,False,False,True
212,8244 SUNBIRD WAY,SACRAMENTO,95823,CA,3,2,1740,Tue May 20 00:00:00 EDT 2008,176250,38.457654,-121.431381,False,False,True
213,5841 VALLEY VALE WAY,SACRAMENTO,95823,CA,3,2,1265,Tue May 20 00:00:00 EDT 2008,179000,38.461283,-121.434322,False,False,True
214,7863 CRESTLEIGH CT,ANTELOPE,95843,CA,2,2,1007,Tue May 20 00:00:00 EDT 2008,180000,38.710889,-121.358876,False,False,True
215,7129 SPRINGMONT DR,ELK GROVE,95758,CA,3,2,1716,Tue May 20 00:00:00 EDT 2008,180400,38.417649,-121.420294,False,False,True
216,8284 RED FOX WAY,ELK GROVE,95758,CA,4,2,1685,Tue May 20 00:00:00 EDT 2008,182000,38.417182,-121.397231,False,False,True
217,2219 EL CANTO CIR,RANCHO CORDOVA,95670,CA,4,2,1829,Tue May 20 00:00:00 EDT 2008,184500,38.592383,-121.318669,False,False,True
218,8907 GEMWOOD WAY,ELK GROVE,95758,CA,3,2,1555,Tue May 20 00:00:00 EDT 2008,185000,38.435471,-121.441173,False,False,True
219,5925 MALEVILLE AVE,CARMICHAEL,95608,CA,4,2,1120,Tue May 20 00:00:00 EDT 2008,189000,38.666564,-121.325717,False,False,True
220,7031 CANEVALLEY CIR,CITRUS HEIGHTS,95621,CA,3,2,1137,Tue May 20 00:00:00 EDT 2008,194000,38.718693,-121.303619,False,False,True
221,3949 WILDROSE WAY,SACRAMENTO,95826,CA,3,1,1174,Tue May 20 00:00:00 EDT 2008,195000,38.543697,-121.366683,False,False,True
222,4437 MITCHUM CT,ANTELOPE,95843,CA,3,2,1393,Tue May 20 00:00:00 EDT 2008,200000,38.704407,-121.36113,False,False,True
225,8151 QUAIL RIDGE CT,SACRAMENTO,95828,CA,3,2,1289,Tue May 20 00:00:00 EDT 2008,205000,38.461296,-121.390858,False,False,True
226,4899 WIND CREEK DR,SACRAMENTO,95838,CA,4,2,1799,Tue May 20 00:00:00 EDT 2008,205000,38.655887,-121.446119,False,False,True
228,6049 HAMBURG WAY,SACRAMENTO,95823,CA,4,3,1953,Tue May 20 00:00:00 EDT 2008,205000,38.443253,-121.431992,False,False,True
229,4232 71ST ST,SACRAMENTO,95820,CA,2,1,723,Tue May 20 00:00:00 EDT 2008,207000,38.536741,-121.42115,False,False,True
231,1889 COLD SPRINGS RD,PLACERVILLE,95667,CA,2,1,948,Tue May 20 00:00:00 EDT 2008,211500,38.739774,-120.860243,False,False,True
232,5805 HIMALAYA WAY,CITRUS HEIGHTS,95621,CA,4,2,1578,Tue May 20 00:00:00 EDT 2008,215000,38.696489,-121.328555,False,False,True
233,7944 SYLVAN OAK WAY,CITRUS HEIGHTS,95610,CA,3,2,1317,Tue May 20 00:00:00 EDT 2008,215000,38.710388,-121.261096,False,False,True
235,6217 LEOLA WAY,SACRAMENTO,95824,CA,3,1,1360,Tue May 20 00:00:00 EDT 2008,222381,38.513066,-121.451909,False,False,True
237,3035 BRUNNET LN,SACRAMENTO,95833,CA,3,2,1522,Tue May 20 00:00:00 EDT 2008,225000,38.624762,-121.522775,False,False,True
238,3025 EL PRADO WAY,SACRAMENTO,95825,CA,4,2,1751,Tue May 20 00:00:00 EDT 2008,225000,38.606603,-121.394147,False,False,True
239,9387 GRANITE FALLS CT,ELK GROVE,95624,CA,3,2,1465,Tue May 20 00:00:00 EDT 2008,225000,38.419214,-121.348533,False,False,True
240,9257 CALDERA WAY,SACRAMENTO,95826,CA,4,2,1605,Tue May 20 00:00:00 EDT 2008,228000,38.55821,-121.355022,False,False,True
241,441 ARLINGDALE CIR,RIO LINDA,95673,CA,4,2,1475,Tue May 20 00:00:00 EDT 2008,229665,38.702893,-121.454949,False,False,True
242,2284 LOS ROBLES RD,MEADOW VISTA,95722,CA,3,1,1216,Tue May 20 00:00:00 EDT 2008,230000,39.008159,-121.03623,False,False,True
243,8164 CHENIN BLANC LN,FAIR OAKS,95628,CA,2,2,1315,Tue May 20 00:00:00 EDT 2008,230000,38.665644,-121.259969,False,False,True
244,4620 CHAMBERLIN CIR,ELK GROVE,95757,CA,3,2,1567,Tue May 20 00:00:00 EDT 2008,230000,38.390557,-121.449805,False,False,True
245,5340 BIRK WAY,SACRAMENTO,95835,CA,3,2,1776,Tue May 20 00:00:00 EDT 2008,234000,38.672495,-121.515251,False,False,True
246,51 ANJOU CIR,SACRAMENTO,95835,CA,3,2,2187,Tue May 20 00:00:00 EDT 2008,235000,38.661658,-121.540633,False,False,True
247,2125 22ND AVE,SACRAMENTO,95822,CA,3,1,1291,Tue May 20 00:00:00 EDT 2008,236250,38.534596,-121.493121,False,False,True
250,7344 BUTTERBALL WAY,SACRAMENTO,95842,CA,3,2,1503,Tue May 20 00:00:00 EDT 2008,245000,38.699489,-121.361828,False,False,True
251,8219 GWINHURST CIR,SACRAMENTO,95828,CA,4,3,2491,Tue May 20 00:00:00 EDT 2008,245000,38.459711,-121.384283,False,False,True
252,3240 S ST,SACRAMENTO,95816,CA,2,1,1269,Tue May 20 00:00:00 EDT 2008,245000,38.562296,-121.467489,False,False,True
254,5706 GREENACRES WAY,ORANGEVALE,95662,CA,3,2,1176,Tue May 20 00:00:00 EDT 2008,250000,38.669882,-121.213533,False,False,True
255,6900 LONICERA DR,ORANGEVALE,95662,CA,4,2,1456,Tue May 20 00:00:00 EDT 2008,250000,38.692199,-121.250975,False,False,True
256,419 DAWNRIDGE RD,ROSEVILLE,95678,CA,3,2,1498,Tue May 20 00:00:00 EDT 2008,250000,38.725283,-121.297953,False,False,True
257,5312 MARBURY WAY,ANTELOPE,95843,CA,3,2,1574,Tue May 20 00:00:00 EDT 2008,255000,38.710221,-121.341651,False,False,True
258,6344 BONHAM CIR,CITRUS HEIGHTS,95610,CA,5,4,2085,Tue May 20 00:00:00 EDT 2008,256054,38.682358,-121.272876,False,True,False
259,8207 YORKTON WAY,SACRAMENTO,95829,CA,3,2,2170,Tue May 20 00:00:00 EDT 2008,257729,38.45967,-121.360461,False,False,True
260,7922 MANSELL WAY,ELK GROVE,95758,CA,4,2,1595,Tue May 20 00:00:00 EDT 2008,260000,38.409634,-121.410787,False,False,True
261,5712 MELBURY CIR,ANTELOPE,95843,CA,3,2,1567,Tue May 20 00:00:00 EDT 2008,261000,38.705849,-121.334701,False,False,True
263,1570 GLIDDEN AVE,SACRAMENTO,95822,CA,4,2,1253,Tue May 20 00:00:00 EDT 2008,264469,38.482704,-121.500433,False,False,True
264,8108 FILIFERA WAY,ANTELOPE,95843,CA,4,3,1768,Tue May 20 00:00:00 EDT 2008,265000,38.717042,-121.35468,False,False,True
266,5342 CALABRIA WAY,SACRAMENTO,95835,CA,4,3,2030,Tue May 20 00:00:00 EDT 2008,270000,38.671807,-121.498274,False,False,True
267,47 NAPONEE CT,SACRAMENTO,95835,CA,3,2,1531,Tue May 20 00:00:00 EDT 2008,270000,38.665704,-121.529096,False,False,True
269,8864 REMBRANT CT,ELK GROVE,95624,CA,4,3,1653,Tue May 20 00:00:00 EDT 2008,275000,38.435288,-121.375703,False,False,True
270,9455 SEA CLIFF WAY,ELK GROVE,95758,CA,4,2,2056,Tue May 20 00:00:00 EDT 2008,275000,38.411522,-121.481406,False,False,True
271,9720 LITTLE HARBOR WAY,ELK GROVE,95624,CA,4,3,2494,Tue May 20 00:00:00 EDT 2008,280000,38.404934,-121.352405,False,False,True
272,8806 PHOENIX AVE,FAIR OAKS,95628,CA,3,2,1450,Tue May 20 00:00:00 EDT 2008,286013,38.660322,-121.230101,False,False,True
273,3578 LOGGERHEAD WAY,SACRAMENTO,95834,CA,4,2,2169,Tue May 20 00:00:00 EDT 2008,292000,38.633028,-121.526755,False,False,True
274,1416 LOCKHART WAY,ROSEVILLE,95747,CA,3,2,1440,Tue May 20 00:00:00 EDT 2008,292000,38.752399,-121.330328,False,False,True
275,5413 BUENA VENTURA WAY,FAIR OAKS,95628,CA,3,2,1527,Tue May 20 00:00:00 EDT 2008,293993,38.664552,-121.255937,False,False,True
276,37 WHITE BIRCH CT,ROSEVILLE,95678,CA,3,2,1401,Tue May 20 00:00:00 EDT 2008,294000,38.776327,-121.284514,False,False,True
277,405 MARLIN SPIKE WAY,SACRAMENTO,95838,CA,3,2,1411,Tue May 20 00:00:00 EDT 2008,296769,38.65783,-121.456842,False,False,True
280,7320 6TH ST,RIO LINDA,95673,CA,3,1,1284,Tue May 20 00:00:00 EDT 2008,300000,38.700553,-121.452223,False,False,True
281,993 MANTON CT,GALT,95632,CA,4,3,2307,Tue May 20 00:00:00 EDT 2008,300000,38.272942,-121.289148,False,False,True
282,4487 PANORAMA DR,PLACERVILLE,95667,CA,3,2,1329,Tue May 20 00:00:00 EDT 2008,300000,38.694559,-120.848157,False,False,True
283,5651 OVERLEAF WAY,SACRAMENTO,95835,CA,4,2,1910,Tue May 20 00:00:00 EDT 2008,300500,38.677454,-121.494791,False,False,True
284,2015 PROMONTORY POINT LN,GOLD RIVER,95670,CA,3,2,1981,Tue May 20 00:00:00 EDT 2008,305000,38.628732,-121.261149,False,False,True
288,8 RIVER RAFT CT,SACRAMENTO,95823,CA,4,2,2205,Tue May 20 00:00:00 EDT 2008,319789,38.447353,-121.434969,False,False,True
289,2251 LAMPLIGHT LN,LINCOLN,95648,CA,2,2,1449,Tue May 20 00:00:00 EDT 2008,330000,38.849924,-121.275729,False,False,True
290,106 FARHAM DR,FOLSOM,95630,CA,3,2,1258,Tue May 20 00:00:00 EDT 2008,330000,38.667834,-121.168578,False,False,True
291,5405 NECTAR CIR,ELK GROVE,95757,CA,3,2,2575,Tue May 20 00:00:00 EDT 2008,331000,38.387014,-121.440967,False,False,True
292,5411 10TH AVE,SACRAMENTO,95820,CA,2,1,539,Tue May 20 00:00:00 EDT 2008,334000,38.542727,-121.442449,False,False,True
293,3512 RAINSONG CIR,RANCHO CORDOVA,95670,CA,4,3,2208,Tue May 20 00:00:00 EDT 2008,336000,38.573488,-121.282809,False,False,True
294,1106 55TH ST,SACRAMENTO,95819,CA,3,1,1108,Tue May 20 00:00:00 EDT 2008,339000,38.563805,-121.436395,False,False,True
295,411 ILLSLEY WAY,FOLSOM,95630,CA,4,2,1595,Tue May 20 00:00:00 EDT 2008,339000,38.652002,-121.129504,False,False,True
296,796 BUTTERCUP CIR,GALT,95632,CA,4,2,2159,Tue May 20 00:00:00 EDT 2008,345000,38.279581,-121.300828,False,False,True
297,1230 SANDRA CIR,PLACERVILLE,95667,CA,4,3,2295,Tue May 20 00:00:00 EDT 2008,350000,38.738141,-120.784145,False,False,True
298,318 ANACAPA DR,ROSEVILLE,95678,CA,3,2,1838,Tue May 20 00:00:00 EDT 2008,356000,38.782094,-121.297133,False,False,True
299,3975 SHINING STAR DR,SACRAMENTO,95823,CA,4,2,1900,Tue May 20 00:00:00 EDT 2008,361745,38.487409,-121.461413,False,False,True
300,1620 BASLER ST,SACRAMENTO,95811,CA,4,2,1718,Tue May 20 00:00:00 EDT 2008,361948,38.591822,-121.478644,False,False,True
301,9688 NATURE TRAIL WAY,ELK GROVE,95757,CA,5,3,3389,Tue May 20 00:00:00 EDT 2008,370000,38.405224,-121.479275,False,False,True
303,9629 CEDAR OAK WAY,ELK GROVE,95757,CA,5,4,3260,Tue May 20 00:00:00 EDT 2008,385000,38.405527,-121.431746,False,False,True
304,3429 FERNBROOK CT,CAMERON PARK,95682,CA,3,2,2016,Tue May 20 00:00:00 EDT 2008,399000,38.664225,-121.007173,False,False,True
305,2121 HANNAH WAY,ROCKLIN,95765,CA,4,2,2607,Tue May 20 00:00:00 EDT 2008,402000,38.805749,-121.280931,False,False,True
306,10104 ANNIE ST,ELK GROVE,95757,CA,4,3,2724,Tue May 20 00:00:00 EDT 2008,406026,38.390465,-121.443479,False,False,True
307,1092 MAUGHAM CT,GALT,95632,CA,5,4,3746,Tue May 20 00:00:00 EDT 2008,420000,38.271646,-121.286848,False,False,True
309,6306 CONEJO,RANCHO MURIETA,95683,CA,4,2,3192,Tue May 20 00:00:00 EDT 2008,425000,38.512602,-121.087233,False,False,True
313,427 21ST ST,SACRAMENTO,95811,CA,2,1,1247,Tue May 20 00:00:00 EDT 2008,445000,38.582604,-121.47576,False,False,True
314,1044 GALSTON DR,FOLSOM,95630,CA,4,2,2581,Tue May 20 00:00:00 EDT 2008,450000,38.676306,-121.09954,False,False,True
315,4440 SYCAMORE AVE,SACRAMENTO,95841,CA,3,1,2068,Tue May 20 00:00:00 EDT 2008,460000,38.646374,-121.353658,False,False,True
317,9760 LAZULITE CT,ELK GROVE,95624,CA,4,3,3992,Tue May 20 00:00:00 EDT 2008,460000,38.403609,-121.335541,False,False,True
318,241 LANFRANCO CIR,SACRAMENTO,95835,CA,4,4,3397,Tue May 20 00:00:00 EDT 2008,465000,38.665696,-121.549437,False,False,True
319,5559 NORTHBOROUGH DR,SACRAMENTO,95835,CA,5,3,3881,Tue May 20 00:00:00 EDT 2008,471750,38.677225,-121.519687,False,False,True
321,2109 HAMLET PL,CARMICHAEL,95608,CA,2,2,1598,Tue May 20 00:00:00 EDT 2008,484000,38.602754,-121.329326,False,False,True
322,9970 STATE HIGHWAY 193,PLACERVILLE,95667,CA,4,3,1929,Tue May 20 00:00:00 EDT 2008,485000,38.787877,-120.816676,False,False,True
323,2901 PINTAIL WAY,ELK GROVE,95757,CA,4,3,3070,Tue May 20 00:00:00 EDT 2008,495000,38.398488,-121.473424,False,False,True
328,7756 TIGERWOODS DR,SACRAMENTO,95829,CA,5,3,3984,Tue May 20 00:00:00 EDT 2008,572500,38.47643,-121.309243,False,False,True
329,5709 RIVER OAK WAY,CARMICHAEL,95608,CA,4,2,2222,Tue May 20 00:00:00 EDT 2008,582000,38.602461,-121.330979,False,False,True
330,2981 WRINGER DR,ROSEVILLE,95661,CA,4,3,3838,Tue May 20 00:00:00 EDT 2008,613401,38.735373,-121.227072,False,False,True
332,4128 HILL ST,FAIR OAKS,95628,CA,5,5,2846,Tue May 20 00:00:00 EDT 2008,680000,38.64167,-121.262099,False,False,True
333,1409 47TH ST,SACRAMENTO,95819,CA,5,2,2484,Tue May 20 00:00:00 EDT 2008,699000,38.563244,-121.446876,False,False,True
334,3935 EL MONTE DR,LOOMIS,95650,CA,4,4,1624,Tue May 20 00:00:00 EDT 2008,839000,38.813337,-121.133348,False,False,True
335,5840 WALERGA RD,SACRAMENTO,95842,CA,2,1,840,Mon May 19 00:00:00 EDT 2008,40000,38.673678,-121.357471,True,False,False
336,923 FULTON AVE,SACRAMENTO,95825,CA,1,1,484,Mon May 19 00:00:00 EDT 2008,48000,38.582279,-121.401482,True,False,False
337,261 REDONDO AVE,SACRAMENTO,95815,CA,3,1,970,Mon May 19 00:00:00 EDT 2008,61500,38.620685,-121.460539,False,False,True
338,4030 BROADWAY,SACRAMENTO,95817,CA,2,1,623,Mon May 19 00:00:00 EDT 2008,62050,38.546798,-121.460038,False,False,True
339,3660 22ND AVE,SACRAMENTO,95820,CA,2,1,932,Mon May 19 00:00:00 EDT 2008,65000,38.532718,-121.46747,False,False,True
340,3924 HIGH ST,SACRAMENTO,95838,CA,2,1,796,Mon May 19 00:00:00 EDT 2008,65000,38.638797,-121.435049,False,False,True
341,4734 14TH AVE,SACRAMENTO,95820,CA,2,1,834,Mon May 19 00:00:00 EDT 2008,68000,38.539447,-121.450858,False,False,True
342,4734 14TH AVE,SACRAMENTO,95820,CA,2,1,834,Mon May 19 00:00:00 EDT 2008,68000,38.539447,-121.450858,False,False,True
343,5050 RHODE ISLAND DR Unit 4,SACRAMENTO,95841,CA,2,1,924,Mon May 19 00:00:00 EDT 2008,77000,38.658739,-121.333561,True,False,False
344,4513 GREENHOLME DR,SACRAMENTO,95842,CA,2,1,795,Mon May 19 00:00:00 EDT 2008,82732,38.669104,-121.359008,True,False,False
345,3845 ELM ST,SACRAMENTO,95838,CA,3,1,1250,Mon May 19 00:00:00 EDT 2008,84000,38.637337,-121.432835,False,False,True
346,3908 17TH AVE,SACRAMENTO,95820,CA,2,1,984,Mon May 19 00:00:00 EDT 2008,84675,38.53728,-121.463531,False,False,True
347,7109 CHANDLER DR,SACRAMENTO,95828,CA,3,1,1013,Mon May 19 00:00:00 EDT 2008,85000,38.497237,-121.424187,False,False,True
348,7541 SKELTON WAY,SACRAMENTO,95822,CA,3,1,1012,Mon May 19 00:00:00 EDT 2008,90000,38.484274,-121.488851,False,False,True
349,9058 MONTOYA ST,SACRAMENTO,95826,CA,2,1,795,Mon May 19 00:00:00 EDT 2008,90000,38.559144,-121.368387,True,False,False
350,1016 CONGRESS AVE,SACRAMENTO,95838,CA,2,2,918,Mon May 19 00:00:00 EDT 2008,91000,38.630151,-121.442789,False,False,True
351,540 MORRISON AVE,SACRAMENTO,95838,CA,3,1,1082,Mon May 19 00:00:00 EDT 2008,95000,38.637704,-121.453946,False,False,True
352,5303 JERRETT WAY,SACRAMENTO,95842,CA,2,1,964,Mon May 19 00:00:00 EDT 2008,97500,38.663282,-121.359631,False,False,True
353,2820 DEL PASO BLVD,SACRAMENTO,95815,CA,4,2,1404,Mon May 19 00:00:00 EDT 2008,100000,38.617718,-121.440089,False,True,False
354,3715 TALLYHO DR Unit 78HIGH,SACRAMENTO,95826,CA,1,1,625,Mon May 19 00:00:00 EDT 2008,100000,38.544627,-121.35796,True,False,False
355,6013 ROWAN WAY,CITRUS HEIGHTS,95621,CA,2,1,888,Mon May 19 00:00:00 EDT 2008,101000,38.675893,-121.2963,False,False,True
356,2987 PONDEROSA LN,SACRAMENTO,95815,CA,4,2,1120,Mon May 19 00:00:00 EDT 2008,102750,38.622243,-121.457863,False,False,True
357,3732 LANKERSHIM WAY,NORTH HIGHLANDS,95660,CA,3,1,1331,Mon May 19 00:00:00 EDT 2008,112500,38.68972,-121.378399,False,False,True
358,2216 DUNLAP DR,SACRAMENTO,95821,CA,3,1,1014,Mon May 19 00:00:00 EDT 2008,113000,38.623738,-121.41305,False,False,True
359,3503 21ST AVE,SACRAMENTO,95820,CA,4,2,1448,Mon May 19 00:00:00 EDT 2008,114000,38.53361,-121.469308,False,False,True
360,523 EXCHANGE ST,SACRAMENTO,95838,CA,3,1,966,Mon May 19 00:00:00 EDT 2008,114000,38.659414,-121.45408,False,False,True
361,8101 PORT ROYALE WAY,SACRAMENTO,95823,CA,2,1,779,Mon May 19 00:00:00 EDT 2008,114750,38.463929,-121.438667,False,False,True
362,8020 WALERGA RD,ANTELOPE,95843,CA,2,2,836,Mon May 19 00:00:00 EDT 2008,115000,38.71607,-121.364468,True,False,False
363,167 VALLEY OAK DR,ROSEVILLE,95678,CA,2,2,1100,Mon May 19 00:00:00 EDT 2008,115000,38.732429,-121.288069,True,False,False
364,7876 BURLINGTON WAY,SACRAMENTO,95832,CA,3,1,1174,Mon May 19 00:00:00 EDT 2008,116100,38.470093,-121.468347,False,False,True
365,3726 JONKO AVE,NORTH HIGHLANDS,95660,CA,3,2,1207,Mon May 19 00:00:00 EDT 2008,119250,38.656131,-121.377265,False,False,True
366,7342 GIGI PL,SACRAMENTO,95828,CA,4,4,1995,Mon May 19 00:00:00 EDT 2008,120000,38.490704,-121.410176,False,True,False
367,2610 PHYLLIS AVE,SACRAMENTO,95820,CA,2,1,804,Mon May 19 00:00:00 EDT 2008,120000,38.53105,-121.479574,False,False,True
368,4200 COMMERCE WAY Unit 711,SACRAMENTO,95834,CA,2,2,958,Mon May 19 00:00:00 EDT 2008,120000,38.647523,-121.523217,True,False,False
369,4621 COUNTRY SCENE WAY,SACRAMENTO,95823,CA,3,2,1366,Mon May 19 00:00:00 EDT 2008,120108,38.470187,-121.448149,False,False,True
370,5380 VILLAGE WOOD DR,SACRAMENTO,95823,CA,2,2,901,Mon May 19 00:00:00 EDT 2008,121500,38.454949,-121.440578,False,False,True
371,2621 EVERGREEN ST,SACRAMENTO,95815,CA,3,1,696,Mon May 19 00:00:00 EDT 2008,121725,38.613103,-121.444085,False,False,True
372,201 CARLO CT,GALT,95632,CA,3,2,1080,Mon May 19 00:00:00 EDT 2008,122000,38.24227,-121.31032,False,False,True
373,6743 21ST ST,SACRAMENTO,95822,CA,3,2,1104,Mon May 19 00:00:00 EDT 2008,123000,38.50372,-121.490657,False,False,True
374,3128 VIA GRANDE,SACRAMENTO,95825,CA,2,1,972,Mon May 19 00:00:00 EDT 2008,125000,38.598321,-121.39161,False,False,True
375,2847 BELGRADE WAY,SACRAMENTO,95833,CA,4,2,1390,Mon May 19 00:00:00 EDT 2008,125573,38.617173,-121.482541,False,False,True
376,7741 MILLDALE CIR,ELVERTA,95626,CA,4,2,1354,Mon May 19 00:00:00 EDT 2008,126714,38.705834,-121.43919,False,False,True
377,9013 CASALS ST,SACRAMENTO,95826,CA,2,1,795,Mon May 19 00:00:00 EDT 2008,126960,38.557045,-121.37167,True,False,False
378,227 MAHAN CT Unit 1,ROSEVILLE,95678,CA,2,1,780,Mon May 19 00:00:00 EDT 2008,127000,38.749723,-121.27008,True,False,False
379,7349 FLETCHER FARM DR,SACRAMENTO,95828,CA,4,2,1587,Mon May 19 00:00:00 EDT 2008,127500,38.49069,-121.382619,False,False,True
380,7226 LARCHMONT DR,NORTH HIGHLANDS,95660,CA,3,2,1209,Mon May 19 00:00:00 EDT 2008,130000,38.699269,-121.376334,False,False,True
381,4114 35TH AVE,SACRAMENTO,95824,CA,2,1,1139,Mon May 19 00:00:00 EDT 2008,133105,38.520941,-121.459355,False,False,True
382,617 M ST,RIO LINDA,95673,CA,2,2,1690,Mon May 19 00:00:00 EDT 2008,136500,38.691104,-121.451832,False,False,True
383,7032 FAIR OAKS BLVD,CARMICHAEL,95608,CA,3,2,1245,Mon May 19 00:00:00 EDT 2008,139500,38.628563,-121.328297,True,False,False
384,2421 SANTINA WAY,ELVERTA,95626,CA,3,2,1416,Mon May 19 00:00:00 EDT 2008,140000,38.71865,-121.407763,False,False,True
385,2368 CRAIG AVE,SACRAMENTO,95832,CA,3,2,1300,Mon May 19 00:00:00 EDT 2008,140800,38.47807,-121.48114,False,False,True
386,2123 AMANDA WAY,SACRAMENTO,95822,CA,3,2,1120,Mon May 19 00:00:00 EDT 2008,145000,38.484896,-121.486948,False,False,True
387,7620 DARLA WAY,SACRAMENTO,95828,CA,4,2,1590,Mon May 19 00:00:00 EDT 2008,147000,38.478502,-121.403517,False,False,True
388,8344 FIELDPOPPY CIR,SACRAMENTO,95828,CA,3,2,1407,Mon May 19 00:00:00 EDT 2008,149600,38.479083,-121.400702,False,False,True
389,3624 20TH AVE,SACRAMENTO,95820,CA,5,2,1516,Mon May 19 00:00:00 EDT 2008,150000,38.534508,-121.467907,False,False,True
391,2848 PROVO WAY,SACRAMENTO,95822,CA,3,2,1646,Mon May 19 00:00:00 EDT 2008,150000,38.489759,-121.474754,False,False,True
392,6045 EHRHARDT AVE,SACRAMENTO,95823,CA,3,2,1676,Mon May 19 00:00:00 EDT 2008,155000,38.457157,-121.433065,False,False,True
393,1223 LAMBERTON CIR,SACRAMENTO,95838,CA,3,2,1370,Mon May 19 00:00:00 EDT 2008,155435,38.646677,-121.437573,False,False,True
394,1223 LAMBERTON CIR,SACRAMENTO,95838,CA,3,2,1370,Mon May 19 00:00:00 EDT 2008,155500,38.646677,-121.437573,False,False,True
395,6000 BIRCHGLADE WAY,CITRUS HEIGHTS,95621,CA,4,2,1351,Mon May 19 00:00:00 EDT 2008,158000,38.70166,-121.323249,False,False,True
396,7204 THOMAS DR,NORTH HIGHLANDS,95660,CA,3,2,1152,Mon May 19 00:00:00 EDT 2008,158000,38.697898,-121.377687,False,False,True
397,8363 LANGTREE WAY,SACRAMENTO,95823,CA,3,2,1452,Mon May 19 00:00:00 EDT 2008,160000,38.45356,-121.435959,False,False,True
398,1675 VERNON ST Unit 8,ROSEVILLE,95678,CA,2,1,990,Mon May 19 00:00:00 EDT 2008,160000,38.734136,-121.299639,False,False,True
399,6632 IBEX WOODS CT,CITRUS HEIGHTS,95621,CA,2,2,1162,Mon May 19 00:00:00 EDT 2008,164000,38.720868,-121.309855,False,False,True
400,117 EVCAR WAY,RIO LINDA,95673,CA,3,2,1182,Mon May 19 00:00:00 EDT 2008,164000,38.687659,-121.4633,False,False,True
401,6485 LAGUNA MIRAGE LN,ELK GROVE,95758,CA,2,2,1112,Mon May 19 00:00:00 EDT 2008,165000,38.42465,-121.430137,False,False,True
402,746 MOOSE CREEK WAY,GALT,95632,CA,3,2,1100,Mon May 19 00:00:00 EDT 2008,167000,38.283085,-121.302071,False,False,True
403,8306 CURLEW CT,CITRUS HEIGHTS,95621,CA,4,2,1280,Mon May 19 00:00:00 EDT 2008,167293,38.715781,-121.298519,False,False,True
404,8306 CURLEW CT,CITRUS HEIGHTS,95621,CA,4,2,1280,Mon May 19 00:00:00 EDT 2008,167293,38.715781,-121.298519,False,False,True
405,5217 ARGO WAY,SACRAMENTO,95820,CA,3,1,1039,Mon May 19 00:00:00 EDT 2008,168000,38.52774,-121.433669,False,False,True
